student,currProb,course,session,priorTutorAction,reward
00cc-F14,6.1.3.0,226-001-BARNES-F14,1,PS,89.1561955
00cd-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0
00cd-F14,1.0.2.0,226-001-BARNES-F14,2,PS,0.0
00cd-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0
00cd-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0.0
00cd-F14,1.0.3.0,226-001-BARNES-F14,2,PS,1.973684211
00cd-F14,2.1.1.0,226-001-BARNES-F14,3,PS,0.0
00cd-F14,2.1.2.0,226-001-BARNES-F14,4,WE,0.0
00cd-F14,2.-1.4.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,2.-1.1.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,2.-1.1.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,2.-1.3.0,226-001-BARNES-F14,4,PS,-32.94142615
00cd-F14,3.1.1.0,226-001-BARNES-F14,4,WE,0.0
00cd-F14,3.1.2.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,3.1.3.0,226-001-BARNES-F14,4,PS,121.4531788
00cd-F14,4.1.2.0,226-001-BARNES-F14,4,WE,0.0
00cd-F14,4.1.3.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,4.-1.4.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,4.-1.1.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,4.-1.3.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,4.-1.3.1,226-001-BARNES-F14,4,PS,-84.77115118
00cd-F14,5.1.1.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0.0
00cd-F14,5.1.3.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,5.-1.1.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,5.-1.3.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,5.-1.4.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,5.-1.4.1,226-001-BARNES-F14,4,PS,0.0
00cd-F14,5.-1.1.0,226-001-BARNES-F14,4,PS,0.0
00cd-F14,5.-1.4.0,226-001-BARNES-F14,6,PS,0.0
00cd-F14,5.-1.4.1,226-001-BARNES-F14,6,PS,0.0
00cd-F14,5.-1.4.1,226-001-BARNES-F14,6,PS,0.0
00cd-F14,5.-1.4.0,226-001-BARNES-F14,6,PS,9.285714286
00cd-F14,6.1.1.0,226-001-BARNES-F14,6,WE,0.0
00cd-F14,6.1.2.0,226-001-BARNES-F14,6,WE,0.0
00cd-F14,6.1.3.0,226-001-BARNES-F14,6,PS,0.0
00cd-F14,6.-1.4.0,226-001-BARNES-F14,6,PS,0.0
00cd-F14,6.-1.4.1,226-001-BARNES-F14,6,PS,0.0
00cd-F14,6.-1.3.0,226-001-BARNES-F14,6,PS,0.0
00cd-F14,6.-1.3.1,226-001-BARNES-F14,6,PS,-47.97297297
00d1-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0
00d1-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0
00d1-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0
00d1-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368
00d1-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0
00d1-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0
00d1-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875
00d1-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0
00d1-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0
00d1-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-15.10973321
00d1-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0.0
00d1-F14,4.1.2.0,226-001-BARNES-F14,1,PS,0.0
00d1-F14,4.1.3.0,226-001-BARNES-F14,1,PS,47.37864078
00d1-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0.0
00d1-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0.0
00d1-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-19.33014354
00d1-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0.0
00d1-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0.0
00d1-F14,6.1.3.0,226-001-BARNES-F14,1,PS,19.33014354
00d2-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0
00d2-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
00d2-F14,1.0.3.0,226-001-BARNES-F14,3,PS,0.0
00d2-F14,1.0.4.0,226-001-BARNES-F14,5,PS,-69.07894737
00d2-F14,2.1.1.0,226-001-BARNES-F14,6,WE,0.0
00d2-F14,2.1.2.0,226-001-BARNES-F14,6,WE,0.0
00d2-F14,2.1.3.0,226-001-BARNES-F14,6,PS,136.8100398
00d2-F14,3.1.1.0,226-001-BARNES-F14,6,PS,0.0
00d2-F14,3.1.2.0,226-001-BARNES-F14,6,WE,0.0
00d2-F14,3.1.3.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,3.1.1.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,3.-1.1.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,3.-1.1.1,226-001-BARNES-F14,7,PS,0.0
00d2-F14,3.-1.4.0,226-001-BARNES-F14,7,PS,-131.0277957
00d2-F14,4.1.1.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,4.1.2.0,226-001-BARNES-F14,7,WE,0.0
00d2-F14,4.1.3.0,226-001-BARNES-F14,7,PS,26.51098901
00d2-F14,5.1.1.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,5.1.2.0,226-001-BARNES-F14,7,WE,0.0
00d2-F14,5.1.3.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,5.-1.3.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,5.-1.4.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,5.-1.4.1,226-001-BARNES-F14,7,PS,0.0
00d2-F14,5.-1.4.0,226-001-BARNES-F14,7,PS,-23.21428571
00d2-F14,6.1.1.0,226-001-BARNES-F14,7,WE,0.0
00d2-F14,6.1.2.0,226-001-BARNES-F14,7,PS,0.0
00d2-F14,6.1.3.0,226-001-BARNES-F14,7,PS,116.8224299
00da-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
00da-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0
00da-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0
00da-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-92.10526316
00da-F14,2.-1.1.0,226-001-BARNES-F14,1,WE,0.0
00da-F14,2.-1.2.0,226-001-BARNES-F14,1,WE,0.0
00da-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0.0
00da-F14,2.-1.4.0,226-001-BARNES-F14,2,PS,3.073005093
00da-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0.0
00da-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0.0
00da-F14,3.1.3.0,226-001-BARNES-F14,3,PS,141.6536173
00da-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0.0
00da-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0.0
00da-F14,4.1.3.0,226-001-BARNES-F14,3,PS,-31.37135922
00da-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0
00da-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0
00da-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-2.781100478
00da-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0.0
00da-F14,6.1.2.0,226-001-BARNES-F14,3,PS,0.0
00da-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-76.59974064
00e1-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
00e1-F14,1.0.2.0,226-001-BARNES-F14,3,PS,0.0
00e1-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0
00e1-F14,1.0.4.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,1.0.2.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,1.0.4.0,226-001-BARNES-F14,5,PS,-90.13157895
00e1-F14,2.1.1.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,2.1.2.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,2.1.3.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,2.1.2.0,226-001-BARNES-F14,5,PS,33.49292349
00e1-F14,3.-1.1.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,3.-1.2.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,3.-1.3.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,3.-1.4.0,226-001-BARNES-F14,5,PS,-43.36134454
00e1-F14,4.-1.1.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,4.-1.2.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,4.-1.3.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,4.-1.4.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,5.-1.1.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,5.-1.2.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,115.0
00e1-F14,6.-1.1.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,6.-1.2.0,226-001-BARNES-F14,5,WE,0.0
00e1-F14,6.-1.3.0,226-001-BARNES-F14,5,PS,0.0
00e1-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,-115.0
00e2-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
00e2-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
00e2-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0
00e2-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-53.28947368
00e2-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0
00e2-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0
00e2-F14,2.1.3.0,226-001-BARNES-F14,1,PS,0.0
00e2-F14,2.1.1.0,226-001-BARNES-F14,1,PS,121.0205661
00e2-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0
00e2-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0
00e2-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-43.26507302
00e2-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0
00e2-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0
00e2-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0
00e2-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0
00e2-F14,4.-1.4.0,226-001-BARNES-F14,3,PS,-55.89459085
00e2-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0.0
00e2-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0
00e2-F14,5.1.3.0,226-001-BARNES-F14,3,PS,112.0984279
00e2-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0.0
00e2-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0.0
00e2-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-75.24929571
00e3-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
00e3-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
00e3-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0
00e3-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368
00e3-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0
00e3-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0
00e3-F14,2.1.3.0,226-001-BARNES-F14,2,PS,26.94161875
00e3-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0
00e3-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0
00e3-F14,3.1.3.0,226-001-BARNES-F14,2,PS,22.75434446
00e3-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0.0
00e3-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0
00e3-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-1.378294036
00e3-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0
00e3-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0
00e3-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-76.37987013
00e3-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0
00e3-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0
00e3-F14,6.1.3.0,226-001-BARNES-F14,2,PS,80.54375531
00e8-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0
00e8-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
00e8-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0
00e8-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368
00e8-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0
00e8-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0.0
00e8-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-11.71384343
00e8-F14,3.1.1.0,226-001-BARNES-F14,4,PS,0.0
00e8-F14,3.1.2.0,226-001-BARNES-F14,4,WE,0.0
00e8-F14,3.1.3.0,226-001-BARNES-F14,4,PS,-28.88145549
00e8-F14,4.1.1.0,226-001-BARNES-F14,4,WE,0.0
00e8-F14,4.1.2.0,226-001-BARNES-F14,4,WE,0.0
00e8-F14,4.1.3.0,226-001-BARNES-F14,4,PS,0.0
00e8-F14,4.-1.3.0,226-001-BARNES-F14,6,PS,0.0
00e8-F14,4.-1.3.1,226-001-BARNES-F14,6,PS,0.0
00e8-F14,4.-1.4.0,226-001-BARNES-F14,6,PS,5.520110957
00e8-F14,5.1.1.0,226-001-BARNES-F14,6,PS,0.0
00e8-F14,5.1.2.0,226-001-BARNES-F14,6,WE,0.0
00e8-F14,5.1.3.0,226-001-BARNES-F14,6,PS,74.95557075
00e8-F14,6.1.1.0,226-001-BARNES-F14,6,PS,0.0
00e8-F14,6.1.2.0,226-001-BARNES-F14,6,WE,0.0
00e8-F14,6.1.3.0,226-001-BARNES-F14,6,PS,-8.894155525
00ef-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
00ef-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
00ef-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0
00ef-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-53.28947368
00ef-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0
00ef-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0
00ef-F14,2.1.3.0,226-001-BARNES-F14,2,PS,11.77686864
00ef-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0
00ef-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0
00ef-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-15.5747736
00ef-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0
00ef-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0
00ef-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0
00ef-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0
00ef-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,-305.7142857
00f0-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
00f0-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
00f0-F14,1.0.3.0,226-001-BARNES-F14,2,WE,0.0
00f0-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-43.42105263
00f0-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0
00f0-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0
00f0-F14,2.1.3.0,226-001-BARNES-F14,2,PS,111.1521451
00f0-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0.0
00f0-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0
00f0-F14,3.1.3.0,226-001-BARNES-F14,2,PS,0.0
00f0-F14,3.1.1.0,226-001-BARNES-F14,2,PS,-15.10973321
00f0-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0.0
00f0-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0
00f0-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-42.08564494
00f0-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0
00f0-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0
00f0-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-6.42088175
00f0-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0.0
00f0-F14,6.1.2.0,226-001-BARNES-F14,2,PS,0.0
00f0-F14,6.1.3.0,226-001-BARNES-F14,2,PS,1.305728212
00f5-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
00f5-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
00f5-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0
00f5-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-85.52631579
00f5-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0
00f5-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0.0
00f5-F14,2.1.3.0,226-001-BARNES-F14,1,PS,114.601946
00f5-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0
00f5-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0
00f5-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0.0
00f5-F14,3.-1.3.1,226-001-BARNES-F14,1,PS,0.0
00f5-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,0.0
00f5-F14,3.-1.3.0,226-001-BARNES-F14,3,PS,0.0
00f5-F14,3.-1.3.1,226-001-BARNES-F14,3,PS,0.0
00f5-F14,3.-1.3.1,226-001-BARNES-F14,3,PS,0.0
00f5-F14,3.-1.3.0,226-001-BARNES-F14,3,PS,0.0
00f5-F14,3.-1.3.0,226-001-BARNES-F14,4,PS,0.0
00f5-F14,3.-1.3.0,226-001-BARNES-F14,5,PS,0.0
00f5-F14,3.-1.3.1,226-001-BARNES-F14,5,PS,-70.39431157
00f5-F14,4.1.1.0,226-001-BARNES-F14,5,WE,0.0
00f5-F14,4.1.2.0,226-001-BARNES-F14,5,WE,0.0
00f5-F14,4.1.3.0,226-001-BARNES-F14,5,PS,141.3186813
00f5-F14,5.1.2.0,226-001-BARNES-F14,5,WE,0.0
00f5-F14,5.1.3.0,226-001-BARNES-F14,5,PS,0.0
00f5-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,0.0
00f5-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0.0
00f5-F14,5.-1.1.0,226-001-BARNES-F14,5,PS,0.0
00f5-F14,5.-1.1.1,226-001-BARNES-F14,5,PS,-187.5
00f5-F14,6.1.1.0,226-001-BARNES-F14,5,WE,0.0
00f5-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0
00f5-F14,6.1.3.0,226-001-BARNES-F14,5,PS,0.0
00f5-F14,6.-1.3.1,226-001-BARNES-F14,5,PS,0.0
00f5-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,19.39189189
00ff-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0
00ff-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
00ff-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0
00ff-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211
00ff-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0
00ff-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0
00ff-F14,2.1.3.0,226-001-BARNES-F14,1,PS,0.0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0.0
00ff-F14,2.-1.3.1,226-001-BARNES-F14,1,PS,0.0
00ff-F14,2.-1.4.0,226-001-BARNES-F14,1,PS,0.0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0.0
00ff-F14,2.-1.3.1,226-001-BARNES-F14,1,PS,0.0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,-200.0
0104-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
0104-F14,1.0.2.0,226-001-BARNES-F14,2,PS,0.0
0104-F14,1.0.3.0,226-001-BARNES-F14,2,WE,0.0
0104-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-17.76315789
0104-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0
0104-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0
0104-F14,2.1.3.0,226-001-BARNES-F14,2,PS,85.49425033
0104-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0
0104-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0
0104-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-15.10973321
0104-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0.0
0104-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0.0
0104-F14,4.1.3.0,226-001-BARNES-F14,3,PS,-65.29993065
0104-F14,5.1.1.0,226-001-BARNES-F14,4,PS,0.0
0104-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0.0
0104-F14,5.1.3.0,226-001-BARNES-F14,4,PS,112.6785714
0104-F14,6.1.1.0,226-001-BARNES-F14,4,WE,0.0
0104-F14,6.1.2.0,226-001-BARNES-F14,4,WE,0.0
0104-F14,6.1.3.0,226-001-BARNES-F14,4,PS,-55.3271028
0105-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
0105-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
0105-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0
0105-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-69.07894737
0105-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0
0105-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0
0105-F14,2.1.3.0,226-001-BARNES-F14,1,PS,98.15457762
0105-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0
0105-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0
0105-F14,3.1.3.0,226-001-BARNES-F14,2,PS,0.0
0105-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0.0
0105-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,-39.6250808
0105-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0
0105-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0
0105-F14,4.1.3.0,226-001-BARNES-F14,2,PS,21.08516484
0105-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0
0105-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0
0105-F14,5.1.3.0,226-001-BARNES-F14,3,PS,70.13414217
0105-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0.0
0105-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0.0
0105-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-8.894155525
0107-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0
0107-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0
0107-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0
0107-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-17.76315789
0107-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0
0107-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0
0107-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-6.102388324
0107-F14,3.-1.1.0,226-001-BARNES-F14,2,PS,0.0
0107-F14,3.-1.2.0,226-001-BARNES-F14,2,WE,0.0
0107-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0.0
0107-F14,3.-1.3.1,226-001-BARNES-F14,2,PS,0.0
0107-F14,3.-1.4.0,226-001-BARNES-F14,3,PS,-76.13445378
0107-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0.0
0107-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0.0
0107-F14,4.1.3.0,226-001-BARNES-F14,3,PS,0.0
0107-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0.0
0107-F14,4.-1.4.0,226-001-BARNES-F14,3,PS,0.0
0107-F14,4.-1.1.0,226-001-BARNES-F14,3,PS,0.0
0107-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0.0
0107-F14,5.1.2.0,226-001-BARNES-F14,4,PS,0.0
0107-F14,5.1.3.0,226-001-BARNES-F14,4,PS,90.71770335
0107-F14,6.-1.1.0,226-001-BARNES-F14,4,WE,0.0
0107-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0.0
0107-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0.0
0107-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,-90.71770335
0109-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0
0109-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0
0109-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0
0109-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-43.42105263
0109-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0
0109-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0
0109-F14,2.1.3.0,226-001-BARNES-F14,2,PS,72.49668288
0109-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0.0
0109-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0
0109-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-28.88145549
0109-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0
0109-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0
0109-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-10.19417476
0109-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0.0
0109-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0
0109-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-14.59330144
0109-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0.0
0109-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0
0109-F14,6.1.3.0,226-001-BARNES-F14,2,PS,96.36900237
010d-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0
010d-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
010d-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0
010d-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0
010d-F14,1.0.4.0,226-001-BARNES-F14,3,PS,40.78947368
010d-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0.0
010d-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0.0
010d-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-48.68863335
010d-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0.0
010d-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0.0
010d-F14,3.1.3.0,226-001-BARNES-F14,3,PS,0.32634413
010d-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0.0
010d-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0.0
010d-F14,4.1.3.0,226-001-BARNES-F14,3,PS,107.5728155
010d-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0.0
010d-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0
010d-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-109.2822967
010d-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0.0
010d-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0.0
010d-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-37.6335912
010e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0
010e-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0
