student,currProb,course,session,priorTutorAction,reward,Level,probDiff
0079-F14,6.-1.4.1,226-001-BARNES-F14,1,PS,0,6,-1
0079-F14,6.-1.3.0,226-001-BARNES-F14,1,PS,0,6,-1
0079-F14,6.-1.4.0,226-001-BARNES-F14,1,PS,0,6,-1
0079-F14,6.-1.3.0,226-001-BARNES-F14,1,PS,0,6,-1
0079-F14,6.-1.3.1,226-001-BARNES-F14,1,PS,-92.82296651,6,-1
007a-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
007a-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
007a-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
007a-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,1,0
007a-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,2,1
007a-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,2,1
007a-F14,2.1.3.0,226-001-BARNES-F14,1,PS,7.774214949,2,1
007a-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0,3,1
007a-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,3,1
007a-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-61.98090887,3,1
007a-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,4,1
007a-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,4,1
007a-F14,4.1.3.0,226-001-BARNES-F14,1,PS,126.1615811,4,1
007a-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,5,1
007a-F14,5.1.2.0,226-001-BARNES-F14,1,PS,0,5,1
007a-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-107.1343131,5,1
007a-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,6,1
007a-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,6,1
007a-F14,6.1.3.0,226-001-BARNES-F14,1,PS,133.2057416,6,1
007b-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
007b-F14,1.0.2.0,226-001-BARNES-F14,2,PS,0,1,0
007b-F14,1.0.3.0,226-001-BARNES-F14,2,WE,0,1,0
007b-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-34.86842105,1,0
007b-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,2,1
007b-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,2,1
007b-F14,2.1.3.0,226-001-BARNES-F14,2,PS,11.00287483,2,1
007b-F14,3.-1.1.0,226-001-BARNES-F14,2,PS,0,3,-1
007b-F14,3.-1.2.0,226-001-BARNES-F14,2,PS,0,3,-1
007b-F14,3.-1.3.0,226-001-BARNES-F14,3,WE,0,3,-1
007b-F14,3.-1.4.0,226-001-BARNES-F14,3,PS,-17.4531351,3,-1
007b-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0,4,1
007b-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0,4,1
007b-F14,4.1.3.0,226-001-BARNES-F14,6,PS,-7.967032967,4,1
007b-F14,5.1.1.0,226-001-BARNES-F14,7,PS,0,5,1
007b-F14,5.1.2.0,226-001-BARNES-F14,7,WE,0,5,1
007b-F14,5.1.3.0,226-001-BARNES-F14,7,PS,4.59671907,5,1
007b-F14,6.1.1.0,226-001-BARNES-F14,7,WE,0,6,1
007b-F14,6.1.2.0,226-001-BARNES-F14,7,PS,0,6,1
007b-F14,6.1.3.0,226-001-BARNES-F14,7,PS,65.99740643,6,1
007e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,1,0
007e-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
007e-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
007e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,1.973684211,1,0
007e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,2,1
007e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,2,1
007e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,0,2,1
007e-F14,2.1.1.0,226-001-BARNES-F14,3,PS,0,2,1
007e-F14,2.-1.1.0,226-001-BARNES-F14,3,PS,0,2,-1
007e-F14,2.-1.4.0,226-001-BARNES-F14,3,PS,-101.9736842,2,-1
007e-F14,3.-1.1.0,226-001-BARNES-F14,3,WE,0,3,-1
007e-F14,3.-1.2.0,226-001-BARNES-F14,3,PS,0,3,-1
007e-F14,3.-1.2.1,226-001-BARNES-F14,3,PS,0,3,-1
007e-F14,3.-1.3.0,226-001-BARNES-F14,3,WE,0,3,-1
007e-F14,3.-1.4.0,226-001-BARNES-F14,3,PS,58.68131868,3,-1
007e-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0,4,1
007e-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0,4,1
007e-F14,4.1.3.0,226-001-BARNES-F14,3,PS,87.56868132,4,1
007e-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0,5,1
007e-F14,5.1.2.0,226-001-BARNES-F14,3,PS,0,5,1
007e-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-103.3791866,5,1
007e-F14,6.-1.1.0,226-001-BARNES-F14,3,WE,0,6,-1
007e-F14,6.-1.2.0,226-001-BARNES-F14,3,WE,0,6,-1
007e-F14,6.-1.3.0,226-001-BARNES-F14,3,PS,0,6,-1
007e-F14,6.-1.4.0,226-001-BARNES-F14,3,PS,-42.8708134,6,-1
007f-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,1,0
007f-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,1,0
007f-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,1,0
007f-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0,1,0
007f-F14,1.0.2.0,226-001-BARNES-F14,2,PS,-96.05263158,1,0
007f-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,2,1
007f-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,2,1
007f-F14,2.1.3.0,226-001-BARNES-F14,2,PS,163.783724,2,1
007f-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0,3,1
007f-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0,3,1
007f-F14,3.1.3.0,226-001-BARNES-F14,2,PS,22.75434446,3,1
007f-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0,4,1
007f-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0,4,1
007f-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0,4,1
007f-F14,4.-1.2.1,226-001-BARNES-F14,2,PS,0,4,-1
007f-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,-121.9140083,4,-1
007f-F14,5.-1.1.0,226-001-BARNES-F14,2,WE,0,5,-1
007f-F14,5.-1.2.0,226-001-BARNES-F14,2,PS,0,5,-1
007f-F14,5.-1.3.0,226-001-BARNES-F14,3,PS,0,5,-1
007f-F14,5.-1.4.0,226-001-BARNES-F14,3,PS,23.92857143,5,-1
007f-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0,6,1
007f-F14,6.1.2.0,226-001-BARNES-F14,3,PS,0,6,1
007f-F14,6.1.3.0,226-001-BARNES-F14,3,PS,107.5,6,1
0083-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
0083-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
0083-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,1,0
0083-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,1,0
0083-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,2,1
0083-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,2,1
0083-F14,2.1.3.0,226-001-BARNES-F14,1,PS,27.10194604,2,1
0083-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0,3,1
0083-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,3,1
0083-F14,3.1.3.0,226-001-BARNES-F14,1,PS,61.40980664,3,1
0083-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0,4,1
0083-F14,4.1.2.0,226-001-BARNES-F14,1,PS,0,4,1
0083-F14,4.1.3.0,226-001-BARNES-F14,1,PS,0,4,1
0083-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-143.3425798,4,1
0083-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0,5,1
0083-F14,5.1.2.0,226-001-BARNES-F14,3,PS,0,5,1
0083-F14,5.1.3.0,226-001-BARNES-F14,3,PS,152.8571429,5,1
0083-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0,6,1
0083-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0,6,1
0083-F14,6.1.3.0,226-001-BARNES-F14,3,PS,0,6,1
0085-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
0085-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
0085-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,1,0
0085-F14,1.0.4.0,226-001-BARNES-F14,1,PS,0,1,0
0085-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
0085-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0,1,0
0085-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0,1,0
0085-F14,1.0.1.0,226-001-BARNES-F14,2,PS,-78.28947368,1,0
0085-F14,2.-1.1.0,226-001-BARNES-F14,2,PS,0,2,-1
0085-F14,2.-1.1.1,226-001-BARNES-F14,2,PS,0,2,-1
0085-F14,2.-1.2.0,226-001-BARNES-F14,2,WE,0,2,-1
0085-F14,2.-1.3.0,226-001-BARNES-F14,2,PS,0,2,-1
0085-F14,2.-1.4.0,226-001-BARNES-F14,2,PS,-10.74278438,2,-1
0085-F14,3.-1.1.0,226-001-BARNES-F14,2,PS,0,3,-1
0085-F14,3.-1.2.0,226-001-BARNES-F14,2,WE,0,3,-1
0085-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0,3,-1
0085-F14,3.-1.3.1,226-001-BARNES-F14,2,PS,0,3,-1
0085-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,25.73555477,3,-1
0085-F14,4.-1.1.0,226-001-BARNES-F14,2,PS,0,4,-1
0085-F14,4.-1.2.0,226-001-BARNES-F14,2,WE,0,4,-1
0085-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0,4,-1
0085-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,0,4,-1
0085-F14,4.-1.4.1,226-001-BARNES-F14,2,PS,0,4,-1
0085-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,-36.7032967,4,-1
0085-F14,5.-1.1.0,226-001-BARNES-F14,2,WE,0,5,-1
0085-F14,5.-1.2.0,226-001-BARNES-F14,2,WE,0,5,-1
0085-F14,5.-1.3.0,226-001-BARNES-F14,2,PS,0,5,-1
0085-F14,5.-1.4.0,226-001-BARNES-F14,2,PS,40,5,-1
0085-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0,6,1
0085-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,6,1
0085-F14,6.1.3.0,226-001-BARNES-F14,2,PS,0,6,1
0085-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0,6,1
0085-F14,6.-1.1.0,226-001-BARNES-F14,2,PS,0,6,-1
0085-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,0,6,-1
0085-F14,6.-1.4.1,226-001-BARNES-F14,2,PS,0,6,-1
0085-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,-40,6,-1
0087-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,1,0
0087-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
0087-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
0087-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.76315789,1,0
0087-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,2,1
0087-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,2,1
0087-F14,2.1.3.0,226-001-BARNES-F14,1,PS,46.83878815,2,1
0087-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,3,1
0087-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,3,1
0087-F14,3.1.3.0,226-001-BARNES-F14,1,PS,61.40980664,3,1
0087-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,4,1
0087-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,4,1
0087-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-44.23543689,4,1
0087-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,5,1
0087-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,5,1
0087-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-27.78110048,5,1
0087-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,6,1
0087-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0,6,1
0087-F14,6.1.3.0,226-001-BARNES-F14,1,PS,15.92362384,6,1
0089-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,1,0
0089-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
0089-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
0089-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.76315789,1,0
0089-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,2,1
0089-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,2,1
0089-F14,2.1.3.0,226-001-BARNES-F14,1,PS,0,2,1
0089-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,2,1
0089-F14,2.-1.2.0,226-001-BARNES-F14,1,PS,0,2,-1
0089-F14,2.-1.4.0,226-001-BARNES-F14,1,PS,-35.7852292,2,-1
0089-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,3,1
0089-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,3,1
0089-F14,3.1.3.0,226-001-BARNES-F14,1,PS,144.033824,3,1
0089-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0,4,1
0089-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,4,1
0089-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-96.91400832,4,1
0089-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,5,1
0089-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,5,1
0089-F14,5.1.3.0,226-001-BARNES-F14,1,PS,87.09842789,5,1
0089-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,6,1
0089-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,6,1
0089-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-35.99695926,6,1
008a-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,1,0
008a-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,1,0
008a-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
008a-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
008a-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
008a-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-53.28947368,1,0
008a-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,2,1
008a-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,2,1
008a-F14,2.1.3.0,226-001-BARNES-F14,2,PS,11.77686864,2,1
008a-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0,3,1
008a-F14,3.1.2.0,226-001-BARNES-F14,3,PS,0,3,1
008a-F14,3.1.3.0,226-001-BARNES-F14,3,PS,65.97862446,3,1
008a-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0,4,1
008a-F14,4.1.2.0,226-001-BARNES-F14,4,WE,0,4,1
008a-F14,4.1.3.0,226-001-BARNES-F14,4,PS,-58.57316227,4,1
008a-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0,5,1
008a-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0,5,1
008a-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-20.15123035,5,1
008a-F14,6.1.1.0,226-001-BARNES-F14,7,PS,0,6,1
008a-F14,6.1.2.0,226-001-BARNES-F14,7,WE,0,6,1
008a-F14,6.1.3.0,226-001-BARNES-F14,7,PS,0,6,1
008a-F14,6.-1.3.0,226-001-BARNES-F14,7,PS,0,6,-1
008a-F14,6.-1.4.0,226-001-BARNES-F14,7,PS,-5.741626794,6,-1
008d-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,1,0
008d-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,1,0
008d-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
008d-F14,1.0.4.0,226-001-BARNES-F14,3,PS,0,1,0
008d-F14,1.0.3.0,226-001-BARNES-F14,4,PS,-17.76315789,1,0
008d-F14,2.1.2.0,226-001-BARNES-F14,5,WE,0,2,1
008d-F14,2.1.3.0,226-001-BARNES-F14,5,PS,0,2,1
008d-F14,2.1.1.0,226-001-BARNES-F14,5,PS,85.49425033,2,1
008d-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0,3,1
008d-F14,3.1.2.0,226-001-BARNES-F14,5,WE,0,3,1
008d-F14,3.1.3.0,226-001-BARNES-F14,5,PS,0,3,1
008d-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0,3,1
008d-F14,3.-1.1.0,226-001-BARNES-F14,5,PS,0,3,-1
008d-F14,3.-1.4.0,226-001-BARNES-F14,5,PS,-167.7310924,3,-1
008d-F14,4.1.1.0,226-001-BARNES-F14,5,PS,0,4,1
008d-F14,4.1.2.0,226-001-BARNES-F14,5,WE,0,4,1
008d-F14,4.1.3.0,226-001-BARNES-F14,5,PS,160.5357143,4,1
008d-F14,5.1.1.0,226-001-BARNES-F14,5,PS,0,5,1
008d-F14,5.1.2.0,226-001-BARNES-F14,5,WE,0,5,1
008d-F14,5.1.3.0,226-001-BARNES-F14,5,PS,0,5,1
008d-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,0,5,-1
008d-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,-68.03571429,5,-1
008d-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0,6,1
008d-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0,6,1
008d-F14,6.1.3.0,226-001-BARNES-F14,5,PS,2.640186916,6,1
0097-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
0097-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,1,0
0097-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,1,0
0097-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,1,0
0097-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,2,1
0097-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,2,1
0097-F14,2.1.3.0,226-001-BARNES-F14,1,PS,0,2,1
0097-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,2,1
0097-F14,2.-1.4.0,226-001-BARNES-F14,1,PS,0,2,-1
0097-F14,2.-1.1.0,226-001-BARNES-F14,1,PS,-101.9736842,2,-1
0097-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,3,1
0097-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,3,1
0097-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0,3,1
0097-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,3,1
0097-F14,3.-1.1.0,226-001-BARNES-F14,1,PS,0,3,-1
0097-F14,3.-1.4.0,226-001-BARNES-F14,1,PS,89.45054945,3,-1
0097-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0,4,1
0097-F14,4.1.2.0,226-001-BARNES-F14,1,PS,0,4,1
0097-F14,4.1.3.0,226-001-BARNES-F14,1,PS,45.19230769,4,1
0097-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,5,1
0097-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,5,1
0097-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-1.819890636,5,1
0097-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,6,1
0097-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0,6,1
0097-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0,6,1
0097-F14,6.-1.3.0,226-001-BARNES-F14,1,PS,0,6,-1
0097-F14,6.-1.3.1,226-001-BARNES-F14,1,PS,0,6,-1
0097-F14,6.-1.4.1,226-001-BARNES-F14,1,PS,-132.8229665,6,-1
0099-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
0099-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
0099-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
0099-F14,1.0.4.0,226-001-BARNES-F14,1,PS,0,1,0
0099-F14,1.0.3.0,226-001-BARNES-F14,1,PS,-17.76315789,1,0
0099-F14,2.-1.1.0,226-001-BARNES-F14,2,WE,0,2,-1
0099-F14,2.-1.2.0,226-001-BARNES-F14,2,PS,0,2,-1
0099-F14,2.-1.2.1,226-001-BARNES-F14,2,PS,0,2,-1
0099-F14,2.-1.3.0,226-001-BARNES-F14,2,WE,0,2,-1
0099-F14,2.-1.4.0,226-001-BARNES-F14,2,PS,15.82767402,2,-1
0099-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0,3,1
0099-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0,3,1
0099-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-42.53053555,3,1
0099-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0,4,1
0099-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0,4,1
0099-F14,4.1.3.0,226-001-BARNES-F14,3,PS,90.71601942,4,1
0099-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0,5,1
0099-F14,5.1.2.0,226-001-BARNES-F14,3,PS,0,5,1
0099-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.01555024,5,1
0099-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0,6,1
0099-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0,6,1
0099-F14,6.1.3.0,226-001-BARNES-F14,3,PS,65.43844744,6,1
009c-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
009c-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
009c-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
009c-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,1,0
009c-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,2,1
009c-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,2,1
009c-F14,2.1.3.0,226-001-BARNES-F14,2,PS,65.75740823,2,1
009c-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,3,1
009c-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0,3,1
009c-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-15.10973321,3,1
009c-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,4,1
009c-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,4,1
009c-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-71.54993065,4,1
009c-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0,5,1
009c-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0,5,1
009c-F14,5.1.3.0,226-001-BARNES-F14,2,PS,118.9285714,5,1
009c-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0,6,1
009c-F14,6.1.2.0,226-001-BARNES-F14,2,PS,0,6,1
009c-F14,6.1.3.0,226-001-BARNES-F14,2,PS,-43.17757009,6,1
009d-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,1,0
009d-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
009d-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
009d-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-49.34210526,1,0
009d-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,2,1
009d-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,2,1
009d-F14,2.1.3.0,226-001-BARNES-F14,1,PS,0,2,1
009d-F14,2.1.2.0,226-001-BARNES-F14,1,PS,25.47655904,2,1
009d-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,3,1
009d-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,3,1
009d-F14,3.1.3.0,226-001-BARNES-F14,1,PS,24.05972098,3,1
009d-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,4,1
009d-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,4,1
009d-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-53.05131761,4,1
009d-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,5,1
009d-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,5,1
009d-F14,5.1.3.0,226-001-BARNES-F14,1,PS,35.91934381,5,1
009d-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,6,1
009d-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,6,1
009d-F14,6.1.3.0,226-001-BARNES-F14,1,PS,73.76022895,6,1
009f-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
009f-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
009f-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,0
009f-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,1,0
009f-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,2,1
009f-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,2,1
009f-F14,2.1.3.0,226-001-BARNES-F14,1,PS,-11.71384343,2,1
009f-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0,3,1
009f-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,3,1
009f-F14,3.1.3.0,226-001-BARNES-F14,1,PS,61.40980664,3,1
009f-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0,4,1
009f-F14,4.1.2.0,226-001-BARNES-F14,1,PS,0,4,1
009f-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0,4,1
009f-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-44.23543689,4,1
009f-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0,5,1
009f-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0,5,1
009f-F14,5.1.3.0,226-001-BARNES-F14,2,PS,15.28110048,5,1
009f-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0,6,1
009f-F14,6.1.2.0,226-001-BARNES-F14,2,PS,0,6,1
009f-F14,6.1.3.0,226-001-BARNES-F14,2,PS,31.73992756,6,1
00a5-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,0
00a5-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0
00a5-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,1,0
00a5-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-97.36842105,1,0
00a5-F14,2.-1.1.0,226-001-BARNES-F14,1,WE,0,2,-1
00a5-F14,2.-1.2.0,226-001-BARNES-F14,1,WE,0,2,-1
00a5-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0,2,-1
00a5-F14,2.-1.4.0,226-001-BARNES-F14,1,PS,0,2,-1
00a5-F14,2.-1.3.1,226-001-BARNES-F14,1,PS,66.40067912,2,-1
00a5-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,3,1
00a5-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,3,1
00a5-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0,3,1
00a5-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,3,1
00a5-F14,3.-1.1.0,226-001-BARNES-F14,1,PS,0,3,-1
00a5-F14,3.-1.4.0,226-001-BARNES-F14,1,PS,-69.03225806,3,-1
00a5-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,4,1
